source,target,label,title_overlap,abstract_overlap,title_cosine,abstract_cosine,jaccard_similarity,preferential_attachment,adamic_adar,common_neighbors,community_resource_allocation,same_cluster
252,2472,1,0,16,0.0,0.1055155257658957,0.0,650,0.0,0,0.0,1
6232,5837,1,2,25,0.26980160189490066,0.20497807311373772,0.0,12,0.0,0,0.0,0
2354,3807,1,0,29,0.0,0.117122897268925,0.0,525,0.0,0,0.0,1
2200,4578,1,2,21,0.2230798990681577,0.2007202043759306,0.0,3745,0.0,0,0.0,1
1543,6206,1,0,14,0.0,0.03584004487413363,0.0,2574,0.0,0,0.0,1
6073,4416,1,0,17,0.0,0.1345793991695867,0.0,731,0.0,0,0.0,1
4978,1101,1,4,16,0.19209132918311875,0.06958249195643634,0.125,110,0.5680592350551869,2,0.002832512315270936,1
2881,5030,1,1,27,0.008589210929500653,0.18195435471311,0.0,3,0.0,0,0.0,1
4931,3053,1,0,18,0.0,0.21659098690341458,0.0,366,0.0,0,0.0,1
258,3234,1,4,28,0.4450221080511432,0.23235211195599478,0.0,133,0.0,0,0.0,1
6093,5382,1,0,21,0.0,0.12770846695781907,0.08333333333333333,297,0.2442393366759723,1,0.0004385964912280702,1
4912,1609,1,1,25,0.14987252933377807,0.4315257118034199,0.0,34,0.0,0,0.0,1
5777,2278,1,0,28,0.0,0.08024577393390456,0.0,272,0.0,0,0.0,0
2229,2266,1,0,20,0.0,0.09155088112734669,0.0,2034,0.0,0,0.0,1
4910,665,1,0,38,0.0,0.2213628944507403,0.0,1648,0.0,0,0.0,1
2156,5980,1,0,22,0.0,0.09507445353611416,0.045454545454545456,360,0.15078403679087934,1,3.46716593856182e-05,1
3580,1455,1,1,19,0.10827388428286018,0.07570663537786158,0.0,990,0.0,0,0.0,1
6263,3053,1,0,16,0.0,0.09156725006934213,0.0,2257,0.0,0,0.0,0
646,3072,1,1,30,0.037247537817448065,0.08684401813493844,0.0,3250,0.0,0,0.0,0
4402,5969,1,0,21,0.0,0.06209293899780903,0.0,210,0.0,0,0.0,1
4295,3676,1,0,16,0.0,0.093110416907155,0.0,305,0.0,0,0.0,0
3671,94,1,2,19,0.07243863876635817,0.1201188329622265,0.045454545454545456,156,0.2835784920513334,1,0.001176470588235294,1
546,4751,1,2,20,0.12588596214811057,0.05381636454623808,0.0,150,0.0,0,0.0,1
4303,6350,1,2,23,0.07447202833719323,0.06467129744498012,0.0,1000,0.0,0,0.0,1
946,4315,1,1,27,0.21701361919519882,0.12458562130283506,0.0,660,0.0,0,0.0,1
5197,4197,1,1,24,0.30305258830149584,0.15875293280012776,0.1,152,0.2835784920513334,1,0.0010893246187363835,1
2061,605,1,2,25,0.10930730041075046,0.12174604358326417,0.0,513,0.0,0,0.0,0
3629,3891,1,0,23,0.0,0.06428628396842812,0.0,312,0.0,0,0.0,1
1730,6017,1,4,25,0.051963514730350505,0.20339214686772306,0.0,140,0.0,0,0.0,1
353,2539,1,0,17,0.0,0.08778626078956142,0.1111111111111111,1840,0.20295281385904423,1,3.0446961393252954e-05,1
2865,5963,1,1,17,0.01351059497013772,0.06946001339294047,0.0,378,0.0,0,0.0,1
4003,2684,1,1,28,0.10561612457181668,0.14108988524604188,0.25,252,1.5298754725460084,6,0.0040982632253012685,1
170,2677,1,0,21,0.018571615265512112,0.12600678488298722,0.09523809523809523,408,0.47598721312308284,2,0.00045413478912767675,1
3745,4076,1,0,22,0.0,0.06766440622689203,0.0,2000,0.0,0,0.0,0
6284,6277,1,0,15,0.0,0.05752776209554169,0.0,28,0.0,0,0.0,1
3020,4778,1,0,22,0.0,0.158868471096784,0.0,56,0.0,0,0.0,1
5949,1972,1,0,23,0.08377001191396967,0.12015255403508754,0.0,456,0.0,0,0.0,1
5840,4685,1,0,20,0.0,0.08602350651459818,0.0,112,0.0,0,0.0,1
6435,3056,1,1,16,0.025832161309732465,0.05642795498966859,0.006944444444444444,110814,0.18111148749870565,1,4.419889502762431e-06,1
4653,2693,1,0,26,0.0,0.19012568890328385,0.0,136,0.0,0,0.0,1
2703,3715,1,0,17,0.0,0.053519767262018264,0.0,216,0.0,0,0.0,0
5800,5565,1,1,16,0.030359592423854338,0.05265180653493113,0.0,4716,0.0,0,0.0,0
2880,6033,1,0,30,0.0,0.07127575818770619,0.0,4092,0.0,0,0.0,0
2047,6471,1,0,25,0.0,0.07251870764592583,0.0,18,0.0,0,0.0,1
5223,5075,1,0,12,0.0,0.07582001069359341,0.0,429,0.0,0,0.0,1
3752,3621,1,2,35,0.05999803081757288,0.11179715189172122,0.0,456,0.0,0,0.0,1
2987,2534,1,1,38,0.1980996679279944,0.4514581213606015,0.0,54,0.0,0,0.0,1
6183,5672,1,0,15,0.0,0.06313903824076278,0.0,980,0.0,0,0.0,0
1393,5009,1,1,25,0.08259191238993184,0.08987094932266301,0.0,777,0.0,0,0.0,1
5113,5459,1,0,26,0.0,0.12743553022460705,0.0,621,0.0,0,0.0,1
3963,1373,1,1,23,0.018781177962049877,0.07296704490232479,0.0,108,0.0,0,0.0,1
1391,1445,1,3,22,0.21674218363516576,0.16921497449509984,0.0,195,0.0,0,0.0,0
4431,11,1,2,21,0.22606750366189723,0.10128574859161603,0.0,40,0.0,0,0.0,1
5732,2997,1,0,30,0.0,0.1350254365192158,0.0,39,0.0,0,0.0,1
5514,4673,1,0,25,0.0,0.08396122884119915,0.0,4332,0.0,0,0.0,0
2194,2158,1,1,24,0.07499704587779459,0.17865057308415924,0.0,4000,0.0,0,0.0,0
2051,4317,1,2,27,0.033755091754714306,0.11830585737136001,0.0,112,0.0,0,0.0,1
3625,665,1,1,28,0.11948931170001606,0.11886460543862118,0.0,618,0.0,0,0.0,1
6062,4592,1,1,22,0.01829155181688857,0.08747742482994308,0.0,238,0.0,0,0.0,0
698,1193,1,1,20,0.0194021847124234,0.07900325172293572,0.020491803278688523,9139,1.4766809804648684,5,0.0006321659561096181,0
931,1132,1,0,18,0.0,0.05841527326561324,0.0,162,0.0,0,0.0,1
4855,1907,1,0,19,0.0,0.07364133152996427,0.0,52,0.0,0,0.0,1
3373,1485,1,4,24,0.16341393824452455,0.16195190081411404,0.0,4095,0.0,0,0.0,1
4500,3072,1,0,18,0.0,0.08225505001411423,0.0,4550,0.0,0,0.0,0
3347,4601,1,0,27,0.0,0.18111235544310636,0.0,340,0.0,0,0.0,1
2506,6033,1,0,38,0.0,0.11630187997560545,0.0,11160,0.0,0,0.0,0
5220,3790,1,1,19,0.0678625899915668,0.10404777811510178,0.375,1320,7.981279715918265,18,0.027232541493081148,1
6063,4904,1,1,18,0.1183523152973145,0.06038463608427672,0.0,836,0.0,0,0.0,1
4003,4696,1,1,21,0.024376298088331794,0.08037341136431748,0.0,364,0.0,0,0.0,0
4614,3980,1,0,27,0.0,0.10858239742838176,0.0,65,0.0,0,0.0,1
6539,2539,1,0,16,0.0,0.1050418304721971,0.0,4600,0.0,0,0.0,1
4570,2134,1,1,32,0.1213687741214511,0.30062949513997494,0.1111111111111111,273,0.2074567608530314,1,0.00023719165085388995,1
951,6144,1,3,40,0.342880594087061,0.16415803347347746,0.6,285,3.9169568440181473,12,0.018806704046583855,1
5363,3836,1,0,20,0.0,0.12706753926777084,0.25,756,1.2499024312475848,5,0.0016841541782119033,1
2550,5007,1,0,18,0.0,0.05702900400193566,0.014285714285714285,969,0.18388845457974975,1,5.8754406580493536e-05,1
5552,4995,1,0,16,0.0,0.033695123387622525,0.0,4704,0.0,0,0.0,0
2279,3621,1,1,24,0.0,0.08930566689800049,0.0,1824,0.0,0,0.0,1
314,702,1,1,30,0.1987396288065794,0.2523537983532204,0.0,18,0.0,0,0.0,1
5355,2158,1,2,20,0.12573727641117172,0.1692080789024668,0.0,9600,0.0,0,0.0,1
2750,5204,1,3,23,0.262136642160814,0.15088688075296303,0.0,81,0.0,0,0.0,1
3749,2818,1,1,28,0.18206248807225353,0.11248162303183226,0.0,270,0.0,0,0.0,1
1487,5469,1,3,29,0.3057697727988812,0.32079153972765384,0.16666666666666666,315,0.4328763177007021,2,0.0004651780967570441,0
258,1914,1,3,34,0.538692478849987,0.22972125889260606,0.0,95,0.0,0,0.0,1
4527,5403,1,2,27,0.23843827612486937,0.2623930439316802,0.0,574,0.0,0,0.0,1
5949,3341,1,0,17,0.0,0.08412072508562282,0.037037037037037035,1256,0.21153331149217683,1,5.3633681952266026e-05,1
852,5562,1,1,14,0.015087807547896409,0.055697175654641454,0.0,819,0.0,0,0.0,1
2331,5900,1,3,33,0.2747649870800661,0.15055798739746554,0.0,35,0.0,0,0.0,0
1790,4891,1,2,10,0.3845088803243303,0.2609168477829068,0.0,120,0.0,0,0.0,1
3909,645,1,1,24,0.029491470331433133,0.1272294390417042,0.0,412,0.0,0,0.0,1
4508,2893,1,0,26,0.0,0.2094259640773036,0.0,96,0.0,0,0.0,0
5699,5565,1,0,21,0.0,0.1069581694836064,0.0,2358,0.0,0,0.0,0
151,6342,1,0,36,0.0,0.40759048605684245,0.2222222222222222,286,0.6169977469308437,2,0.0021315958815958814,1
3941,6220,1,1,17,0.01548634789762202,0.04852922023420288,0.0,783,0.0,0,0.0,0
3808,1947,1,0,21,0.0,0.1521096034739438,0.0,992,0.0,0,0.0,1
6305,5624,1,1,24,0.013613791779937,0.11329870505232975,0.0,55,0.0,0,0.0,0
976,3943,1,0,14,0.0,0.05521758054409765,0.0,285,0.0,0,0.0,1
1647,3807,1,1,23,0.021970306823136092,0.1619589065314704,0.0,1155,0.0,0,0.0,1
2349,5709,1,1,23,0.0331853013478396,0.05769124371138176,0.0,1960,0.0,0,0.0,0
2128,2453,1,1,21,0.01626377209386911,0.08129736491159376,0.0625,104,0.15078403679087934,1,6.273919317397578e-05,1
3267,5143,1,1,21,0.019755355788287632,0.1170392460444154,0.0,176,0.0,0,0.0,1
1717,5877,1,0,19,0.0,0.03786107932921593,0.0,252,0.0,0,0.0,1
951,3455,1,2,29,0.291849199499495,0.2361609194722366,0.0,513,0.0,0,0.0,1
3090,2901,1,3,33,0.37434829345918813,0.19362739053528857,0.0,1377,0.0,0,0.0,1
4754,2586,1,2,34,0.15335190053467623,0.2267278591366992,0.14814814814814814,528,0.9098269783321322,4,0.0008980701461726129,1
5806,3807,1,2,19,0.06681601455978864,0.08705136942285438,0.0,1365,0.0,0,0.0,1
3683,4079,1,1,24,0.033794462246059365,0.10747277237724503,0.0,1170,0.0,0,0.0,1
2349,3661,1,0,18,0.0,0.026129932894167426,0.0,3780,0.0,0,0.0,1
252,1986,1,0,21,0.0,0.09913419186051198,0.06521739130434782,1100,0.6482679380413612,3,0.0005512899055098543,1
4370,3402,1,0,17,0.0,0.04911800703791152,0.0,4968,0.0,0,0.0,0
3443,2336,1,0,23,0.04598037318433813,0.08555486524939086,0.125,102,0.16895048713841182,1,0.0001168770453482936,1
1603,2046,1,1,21,0.07921723033674345,0.09082427943091136,0.0,840,0.0,0,0.0,1
6414,4058,1,0,26,0.0,0.07497654366996799,0.0,56,0.0,0,0.0,0
5575,6104,1,1,35,0.09694909615458536,0.13738381095316346,0.0,78,0.0,0,0.0,1
1645,3072,1,2,18,0.09075354196239753,0.08454837385704111,0.0,780,0.0,0,0.0,1
3247,757,1,1,22,0.025174420310993678,0.32288245594045956,0.0,72,0.0,0,0.0,0
5858,5143,1,0,28,0.0,0.16402285824464422,0.0,264,0.0,0,0.0,1
4228,1267,1,0,23,0.0,0.08642013332331755,0.0,736,0.0,0,0.0,0
5153,254,1,1,10,0.04749243197317048,0.05945727119312446,0.0,5270,0.0,0,0.0,1
3255,2025,1,1,22,0.13746013791274792,0.17391755321319582,0.07142857142857142,228,0.21908933281411486,1,0.00023674242424242425,1
527,3056,1,0,21,0.0,0.07353690190127779,0.08333333333333333,6831,0.18111148749870565,1,5.208333333333333e-06,0
4703,2426,1,2,27,0.42518082461526213,0.22335125098405675,0.25806451612903225,840,1.7659464993382292,8,0.0019487412860163008,1
5005,962,1,0,20,0.0,0.06336918895402295,0.0,5400,0.0,0,0.0,1
3628,3891,1,0,23,0.0,0.09555193743266313,0.0,240,0.0,0,0.0,1
4843,1194,1,0,23,0.0,0.044678450243147795,0.0,738,0.0,0,0.0,0
1744,4638,1,0,21,0.0,0.06383000360847967,0.0,315,0.0,0,0.0,1
5975,3903,1,2,34,0.08504603568955088,0.14826569148213856,0.030303030303030304,1700,0.2611892565642242,1,0.00020703933747412008,1
1671,2888,1,2,16,0.19711232113350435,0.06573017660083662,0.0,88,0.0,0,0.0,0
3929,926,1,2,23,0.3032434368307526,0.09937671780284807,0.0,224,0.0,0,0.0,1
1852,4441,1,1,17,0.0158656627592917,0.17979254003300243,0.0,651,0.0,0,0.0,1
1619,1007,1,2,19,0.3048538548359721,0.11092021463540484,0.0,264,0.0,0,0.0,0
5876,204,1,2,25,0.060023865722027656,0.08326693001318945,0.0,230,0.0,0,0.0,1
2325,2901,1,3,23,0.08563809253110058,0.09531086467653638,0.0,729,0.0,0,0.0,1
6169,938,1,2,26,0.2130051866043639,0.1971753761199755,0.0,826,0.0,0,0.0,1
486,254,1,0,11,0.0,0.0693396544476427,0.0,682,0.0,0,0.0,0
3600,2599,1,0,24,0.0,0.06510697593958675,0.0,897,0.0,0,0.0,1
2008,5746,1,4,28,0.4273598909434743,0.2113959313691463,0.0,36,0.0,0,0.0,1
2892,3671,1,0,22,0.0,0.11802068848380494,0.10526315789473684,120,1.9565933832587141,2,0.029220779220779224,1
4782,2706,1,0,18,0.0,0.11874446821744647,0.015503875968992248,1240,0.5882751267858747,2,0.0005349596105494036,0
3982,4349,1,1,21,0.03609678353966525,0.14243748465011202,0.0,324,0.0,0,0.0,0
4463,4805,1,1,19,0.02805998765154627,0.1267642021380597,0.0,300,0.0,0,0.0,0
5513,4553,1,0,15,0.0,0.10781345738699921,0.0,385,0.0,0,0.0,1
3015,846,1,1,22,0.07468426396530875,0.033980872160762975,0.0,2412,0.0,0,0.0,1
1725,926,1,3,27,0.2501852005685037,0.08433818627428251,0.0,392,0.0,0,0.0,1
2360,3621,1,2,26,0.10305500430523427,0.09563628361306846,0.0,1520,0.0,0,0.0,1
324,4951,1,4,26,0.4868151738459017,0.2274808159331367,0.0,1180,0.0,0,0.0,1
291,4623,1,3,24,0.150944857694893,0.07846012916848052,0.0,1690,0.0,0,0.0,0
5514,1610,1,0,21,0.0,0.10929577651961184,0.0,4788,0.0,0,0.0,0
2829,5113,1,0,20,0.0,0.08826382794890279,0.0,184,0.0,0,0.0,1
6346,5987,1,0,15,0.0,0.10898345769428656,0.0,238,0.0,0,0.0,0
3795,3646,1,0,14,0.0,0.14643218478823827,0.0,572,0.0,0,0.0,1
1219,4797,1,1,19,0.02304293644580491,0.06398792068553699,0.0,885,0.0,0,0.0,0
747,742,1,0,22,0.0,0.13049771862995282,0.0,50,0.0,0,0.0,1
4955,5687,1,0,16,0.0,0.14642638598661703,0.0,15,0.0,0,0.0,1
5511,5650,1,2,19,0.12801761534434813,0.13158683881902905,0.0,95,0.0,0,0.0,1
3011,1743,1,1,21,0.038633035403619786,0.13563418504560323,0.046511627906976744,429,0.6482957139652968,2,0.00255089058524173,1
2244,1045,1,2,21,0.16005049887540648,0.1775747451415262,0.0,726,0.0,0,0.0,1
4463,5790,1,2,20,0.14540647730504802,0.08566633393002178,0.0,1350,0.0,0,0.0,0
4771,3056,1,0,22,0.0,0.05705744559910081,0.0,7590,0.0,0,0.0,1
923,3056,1,0,21,0.0,0.05773257166733296,0.0,21252,0.0,0,0.0,0
5202,3943,1,0,17,0.0,0.06353501075573904,0.0,1995,0.0,0,0.0,1
4600,1348,1,2,23,0.0793902094357605,0.12798357768048535,0.0625,154,0.3898712452512801,1,0.002652519893899204,1
867,2278,1,1,25,0.025202011082705436,0.07185802962408974,0.0,408,0.0,0,0.0,0
4799,6178,1,1,24,0.03216313529490665,0.10739437338586488,0.0,121,0.0,0,0.0,0
5552,2395,1,0,18,0.0,0.05120559990398295,0.0,6720,0.0,0,0.0,0
596,962,1,0,19,0.0,0.05855825065075653,0.0,3000,0.0,0,0.0,0
852,6033,1,1,26,0.14656548594583232,0.06720813686835947,0.0,7812,0.0,0,0.0,0
1543,757,1,0,21,0.0,0.06271404242462626,0.0,2106,0.0,0,0.0,1
4402,4413,1,0,17,0.0,0.056860274119043604,0.0,180,0.0,0,0.0,1
1594,1150,1,0,27,0.0,0.059919222129406556,0.0,986,0.0,0,0.0,1
1327,4951,1,1,25,0.22700684785764036,0.13172252097734796,0.0,826,0.0,0,0.0,1
5552,3710,1,1,18,0.051562085227063945,0.028582556830362888,0.0,2016,0.0,0,0.0,1
1690,6219,1,2,26,0.3516667629269804,0.3113874903493897,0.1111111111111111,108,0.6222386319291522,2,0.003962560634009701,1
2840,3315,1,2,19,0.22301365407184542,0.10013820053503006,0.0,187,0.0,0,0.0,1
6073,1249,1,0,22,0.0,0.11629768643422317,0.0,172,0.0,0,0.0,1
1543,1523,1,0,16,0.0,0.054456053736293565,0.04201680672268908,2808,1.4067033136867286,5,0.0010664747775902322,1
654,2658,1,1,29,0.0223761130778444,0.08098785808532062,0.0,3,0.0,0,0.0,1
117,5697,1,2,22,0.0479588202532356,0.15722059581912826,0.0,38,0.0,0,0.0,1
6435,1528,1,0,20,0.0,0.06320364373517151,0.0,876,0.0,0,0.0,1
5965,254,1,0,9,0.0,0.053376337301052214,0.0,930,0.0,0,0.0,1
5413,2329,1,2,31,0.1501051581866562,0.1782556449471855,0.2727272727272727,312,0.7023016868784118,3,0.0011776878092667567,1
5573,846,1,0,29,0.0,0.06670045428225688,0.0,2412,0.0,0,0.0,1
4295,4274,1,0,13,0.0,0.09580029092392053,0.0,305,0.0,0,0.0,1
4653,2594,1,0,30,0.11349950466835187,0.19557584337655715,0.0,255,0.0,0,0.0,1
3325,1084,1,0,31,0.0,0.130586547857214,0.0,60,0.0,0,0.0,1
4605,1148,1,0,25,0.0,0.284348264629336,0.0,140,0.0,0,0.0,1
4852,2542,1,0,27,0.0,0.1178903006903086,0.1111111111111111,160,0.21075117050092493,1,0.00023501762632197415,1
437,3341,1,0,13,0.0,0.028442181405110827,0.0,1727,0.0,0,0.0,0
81,3514,1,0,18,0.0,0.04599274545654859,0.0,365,0.0,0,0.0,0
1400,675,1,0,22,0.0,0.05961852622862299,0.058823529411764705,527,0.6680820106481598,2,0.0020885547201336674,1
3430,4450,1,0,26,0.0,0.13034611632286822,0.0,9,0.0,0,0.0,0
5346,4904,1,0,15,0.0,0.05914701429232943,0.0,1216,0.0,0,0.0,1
792,3175,1,0,24,0.060792607025742684,0.1335927281680191,0.0,286,0.0,0,0.0,1
698,2117,1,0,23,0.0,0.06803817073911639,0.0,5681,0.0,0,0.0,0
6161,1045,1,1,18,0.02600660911002594,0.12046991843764265,0.0,495,0.0,0,0.0,1
5745,2278,1,1,24,0.027617319006802626,0.05013495991796286,0.0,1156,0.0,0,0.0,0
871,3720,1,3,24,0.2507097189910936,0.16861521483519826,0.0,759,0.0,0,0.0,0
2947,3341,1,2,19,0.2808624097682367,0.1421988207019711,0.0,1256,0.0,0,0.0,0
3034,3341,1,1,22,0.21836909084887746,0.11977652919978737,0.037037037037037035,1256,0.21153331149217683,1,5.3633681952266026e-05,1
1358,3953,1,1,25,0.09639782596213738,0.140725198486731,0.0,357,0.0,0,0.0,1
5846,734,1,0,22,0.0,0.1847081413458257,0.0,455,0.0,0,0.0,1
5083,258,1,2,23,0.09836501285150583,0.19823664033744504,0.0,304,0.0,0,0.0,0
3103,1100,1,0,30,0.0,0.17684668745847468,0.0,81,0.0,0,0.0,1
828,343,1,4,25,0.38572205680072325,0.35985710173604246,0.0,4,0.0,0,0.0,1
603,4227,1,3,22,0.23460487655817408,0.12416531207462471,0.01818181818181818,867,0.26425736993644544,1,0.00033422459893048126,0
2795,8,1,0,17,0.0,0.08763721412496127,0.0,69,0.0,0,0.0,1
1320,696,1,0,21,0.0,0.10148093933827905,0.0,40,0.0,0,0.0,1
1924,413,1,3,27,0.08158842020093467,0.11986458903065775,0.0,256,0.0,0,0.0,0
3025,5760,1,0,19,0.0,0.09294864515621695,0.0,69,0.0,0,0.0,0
6532,5681,1,1,32,0.0,0.14786926583417898,0.0,1044,0.0,0,0.0,1
1552,6224,1,0,24,0.0,0.11656140512599919,0.0,540,0.0,0,0.0,1
5552,4882,1,0,18,0.0,0.029907454261994697,0.0,1848,0.0,0,0.0,1
39,6124,1,0,27,0.0,0.15370418171514175,0.0,36,0.0,0,0.0,1
3432,5616,1,1,23,0.06762675359990625,0.10792761413542262,0.0,264,0.0,0,0.0,1
258,3322,1,0,23,0.0,0.06213351995989089,0.0,513,0.0,0,0.0,0
2491,3059,1,0,29,0.0,0.19074087672143228,0.0,506,0.0,0,0.0,1
5488,2153,1,2,21,0.05159457730287606,0.21048710128440828,0.0,112,0.0,0,0.0,1
1513,4021,1,0,24,0.0,0.07300580541064959,0.0,55,0.0,0,0.0,1
3588,2158,1,0,25,0.02999934779036589,0.1485890285728254,0.0,3400,0.0,0,0.0,0
5865,1732,1,1,18,0.18063969493291232,0.08078902310273221,0.0,296,0.0,0,0.0,0
5514,4146,1,0,15,0.0,0.05635419707501575,0.0,5130,0.0,0,0.0,0
4531,5121,1,2,26,0.07743317674719286,0.2133081946603813,0.0,150,0.0,0,0.0,1
2706,127,1,1,11,0.08862792850019562,0.056374287466201906,0.0,744,0.0,0,0.0,1
5220,5869,1,0,24,0.0,0.11015922356452555,0.0,2840,0.0,0,0.0,0
77,2158,1,0,18,0.023002032089191736,0.12207780641160394,0.0,3200,0.0,0,0.0,1
5163,3993,1,0,28,0.0,0.093629339751479,0.02857142857142857,144,0.4170323914242463,1,0.0022727272727272726,1
1680,3060,1,0,25,0.0,0.1443162159951538,0.14285714285714285,25,0.26425736993644544,1,0.0022727272727272726,1
134,6446,1,0,20,0.0,0.07163596516488063,0.0,261,0.0,0,0.0,1
5346,204,1,0,25,0.0,0.08706348730386983,0.0,736,0.0,0,0.0,0
1918,416,1,0,22,0.0,0.1551808296626933,0.0,24,0.0,0,0.0,0
1411,962,1,0,18,0.0,0.10875378511323235,0.0,13200,0.0,0,0.0,0
2145,4718,1,0,28,0.0,0.1236446891438488,0.03571428571428571,516,0.2162174871877535,1,0.00010656436487638534,1
5153,1165,1,1,17,0.02752395540907723,0.0726729339070467,0.0,2805,0.0,0,0.0,0
3530,1278,1,1,13,0.19900492200432612,0.055981010333229504,0.0,108,0.0,0,0.0,0
415,1389,1,2,21,0.17219244221427094,0.17183278990049666,0.07407407407407407,1178,0.4991695150246678,2,0.0004708412115819523,1
6021,1239,1,1,23,0.030982877675613692,0.1626802304316135,0.0,21,0.0,0,0.0,1
3745,3789,1,0,32,0.0,0.13587272881122942,0.0,24,0.0,0,0.0,1
5872,1695,1,0,19,0.0,0.13398587760249164,0.0,30,0.0,0,0.0,0
5339,361,1,2,25,0.0950572896298744,0.3349065078934455,0.0,44,0.0,0,0.0,1
4039,5219,1,3,30,0.09219705958157104,0.1911863662395872,0.0,416,0.0,0,0.0,1
4626,1534,1,0,24,0.08647346557768115,0.15243828851944946,0.0,120,0.0,0,0.0,1
488,3463,1,0,19,0.0,0.09191456809075702,0.0,80,0.0,0,0.0,0
2524,6033,1,0,36,0.0,0.09181889907981529,0.0,9300,0.0,0,0.0,0
5137,3319,1,1,29,0.02191506003270794,0.15590551091981755,0.0,42,0.0,0,0.0,0
3102,1836,1,2,22,0.09977637553639668,0.09340155246929151,0.0,756,0.0,0,0.0,1
2781,3800,1,0,19,0.0,0.03951483995629794,0.0,62,0.0,0,0.0,1
117,4749,1,3,31,0.16588628275190373,0.13678736535317434,0.07142857142857142,323,0.5020287101906359,2,0.0010775481363716657,1
4412,3563,1,2,26,0.19758674875080856,0.167243959603071,0.18181818181818182,196,0.4223275214013358,2,0.0005025235900811937,1
990,4539,1,0,21,0.0,0.10240289048984343,0.0,18,0.0,0,0.0,1
3121,5330,1,3,24,0.17594110408667785,0.10871769879699206,0.3,104,0.848420179848395,3,0.004278323302713547,1
741,5830,1,2,22,0.16921505571514298,0.12880098125572376,0.0,336,0.0,0,0.0,1
3492,4184,1,3,22,0.289089580499409,0.0847555291945456,0.0,90,0.0,0,0.0,1
1806,2060,1,1,17,0.03900316502355813,0.07076204375957838,0.02054794520547945,1760,0.810359250130583,3,0.0004498719565799029,0
1125,471,1,0,30,0.0,0.11641730079000231,0.16666666666666666,400,0.6682002430759421,3,0.0009540070897242778,1
5542,6033,1,0,30,0.0,0.0969107441227523,0.0,2976,0.0,0,0.0,0
1400,4303,1,1,28,0.1807898459987221,0.24976864043538732,0.12121212121212122,248,1.0820461734518287,4,0.0029923694539079155,1
2430,2505,1,5,18,0.6818746633120786,0.22804847573564058,0.0,27,0.0,0,0.0,1
3946,1266,1,0,20,0.0,0.06394273030108696,0.0,324,0.0,0,0.0,1
2506,4500,1,1,20,0.01630217081669623,0.04080090560860437,0.05084745762711865,1050,1.10191088329392,3,0.003076923076923077,0
4641,6329,1,1,24,0.025314379917904827,0.1410097099168764,0.0,224,0.0,0,0.0,1
5215,396,1,0,24,0.0,0.07880393509224794,0.0,3780,0.0,0,0.0,0
6230,846,1,1,22,0.1444877055105795,0.06847931254927438,0.0,1005,0.0,0,0.0,1
4500,3958,1,1,20,0.012025667932889214,0.08211534438176443,0.0,35,0.0,0,0.0,1
4499,2301,1,1,17,0.03511007157157898,0.06122241091514732,0.0,319,0.0,0,0.0,1
3373,2610,1,2,13,0.15305500288688392,0.0589597410690772,0.024390243902439025,2808,0.7715012114817322,3,0.0004660204477586268,1
